NM_002457	1.436 -0.35 -0.639 -0.503 -0.525 -0.617 -0.227 -0.61 -0.687 -2.0 -0.8 -0.775 -0.949 -0.653 -0.661 -0.712 -0.773 -0.71 -0.76 -0.552 -0.705 -0.72 -0.659 -0.776 -0.791 -0.73 -0.462 -0.812 -0.806 -0.496 -0.589 -0.622 -0.87 -0.511 -0.857 -0.472 -0.801 -0.713 -0.697 -0.556 -0.66 0.386 -0.235 -0.701 1.209 -1.194 -0.635 -0.475 -0.685 -0.546 -1.015 -1.017 -0.624 -0.525 -0.778 -0.23 -1.185 -0.782 -0.803 -0.863 -0.665 -1.0 -0.429 -0.665 -0.775 -0.865 -0.842 -0.737 -0.659 -0.831 -0.538 -1.117 -0.582 -0.498 -0.731 -0.959 -0.643 -0.796																																																																													
NM_014782	-0.184 -0.107 -0.022 -0.066 0.241 -0.08 -0.059 0.307 -0.016 0.173 -0.129 0.037 -0.235 0.181 -0.095 0.193 0.242 -0.046 0.202 -0.262 -0.381 -0.18 -0.169 0.008 -0.066 0.103 -0.342 -0.225 -0.282 -0.072 -0.311 -0.063 -0.281 -0.336 -0.193 0.015 0.042 -0.076 0.113 0.342 0.073 -0.009 -0.142 -0.021 0.025 -0.188 -0.403 0.318 -0.4 -0.078 0.183 0.236 0.087 -0.194 0.044 0.332 -0.064 -0.115 -0.12 0.236 0.175 0.039 -0.218 0.224 0.12 0.013 -0.016 -0.393 0.166 0.004 -0.227 -0.039 0.29 -0.179 -0.353 -0.118 -0.529 -0.404																																																																													
NM_001777	0.378 -0.304 0.012 -0.379 -0.065 -0.533 0.269 0.079 -0.768 -0.026 0.081 -0.071 -0.356 -0.115 0.022 -0.299 0.062 -0.206 -0.131 0.106 -0.491 0.543 -0.676 0.264 -0.299 -0.327 -0.569 -0.198 -0.705 -0.511 0.057 -0.003 0.293 -0.173 -0.055 0.127 -0.328 -0.199 0.302 -0.069 0.007 -0.03 -0.033 -0.101 0.351 -0.144 0.14 0.051 -0.375 0.209 -0.127 0.008 0.018 0.285 -0.272 -0.552 -0.196 -0.486 0.2 0.091 0.006 -0.368 -0.435 -0.311 0.223 0.111 0.365 0.026 -0.247 -0.246 -0.488 0.545 -0.24 -0.014 0.048 -0.096 -0.438 -0.11																																																																													
NM_003786	-0.034 -0.293 -0.355 -0.331 -0.213 -0.439 -0.081 0.064 0.284 0.812 -0.454 -0.173 -0.266 -0.572 -0.218 -0.207 -0.285 -0.358 -0.323 0.793 -0.317 -0.229 -0.314 -0.166 0.5 -0.068 0.094 -0.295 -0.188 -0.167 -0.278 -0.508 -0.366 0.067 -0.542 -0.12 -0.014 -0.48 0.081 -0.469 -0.245 -0.255 0.019 -0.448 0.0 -0.114 -0.3 -0.346 0.022 1.087 -0.243 -0.171 -0.198 -0.336 -0.216 0.306 -0.178 -0.25 -0.136 -0.316 -0.228 -0.123 -0.32 -0.43 -0.112 -0.294 0.098 -0.469 0.135 -0.187 0.39 -0.212 -0.356 -0.085 -0.458 -0.638 -0.163 -0.137																																																																													
NM_004003	-0.271 0.295 -0.527 -0.486 -0.004 -0.592 -0.057 -0.005 -0.232 0.574 0.575 -0.361 -0.252 -0.467 -0.245 0.393 0.147 -0.326 0.249 0.046 -0.545 -0.655 -0.501 -0.265 -0.254 -0.4 -0.243 -0.659 -0.009 -0.484 -0.239 -0.251 -0.001 0.268 0.331 0.051 -0.071 0.095 -0.417 -0.123 0.014 -0.161 -0.099 0.284 0.027 -0.377 -0.224 0.05 -0.06 0.617 -0.151 0.261 -0.15 -0.321 0.337 0.274 -0.017 -0.217 -0.03 0.328 -0.039 -0.404 0.305 0.05 0.298 0.246 -0.253 0.157 -0.204 -0.305 -0.015 -0.089 -0.373 0.747 -0.8 0.334 0.377 -0.662																																																																													
NM_005827	-0.041 -0.282 -0.163 -0.092 -0.049 -0.233 -0.209 -0.01 -0.233 -0.301 -0.181 -0.243 -0.249 -0.293 0.058 -0.451 -0.202 0.731 -0.264 -0.002 -0.21 0.059 -0.137 0.01 0.811 -0.276 -0.342 0.297 -0.404 -0.271 -0.196 -0.289 -0.039 -0.274 -0.433 -0.264 -0.236 -0.071 -0.244 -0.353 -0.244 0.107 -0.06 -0.353 0.834 -0.172 -0.341 -0.323 -0.318 0.442 -0.305 -0.356 -0.103 -0.023 -0.287 -0.359 -0.335 -0.174 -0.053 -0.47 -0.221 -0.363 -0.409 -0.271 -0.286 -0.141 -0.095 0.373 0.002 -0.255 -0.392 -0.162 -0.225 0.136 -0.099 -0.353 -0.244 -0.035																																																																													
NM_000599	-0.276 0.141 -0.047 0.088 -0.417 0.041 0.4 -0.124 0.101 -0.87 -0.485 -0.018 -0.367 -0.403 -0.288 -0.213 0.534 -0.164 0.854 -0.297 -0.205 0.31 -0.064 0.157 0.088 -0.18 0.318 -0.213 0.181 0.043 -0.376 -0.358 -0.367 0.336 -0.385 -0.467 -0.297 0.135 -0.271 -0.177 -0.402 -0.351 -0.173 -0.307 -0.368 -0.004 0.252 -0.396 -0.154 -0.324 -0.329 -0.287 -0.139 -0.407 -0.179 -0.061 -0.222 -0.263 -0.517 -0.169 -0.301 -0.149 0.035 -0.421 -0.454 -0.375 -0.625 -0.226 -0.291 0.459 -0.254 -0.435 -0.375 -0.198 -0.32 -0.287 -0.348 -0.353																																																																													
NM_000582	-0.124 0.345 0.005 -0.015 -0.43 0.346 0.397 0.075 0.236 0.278 -0.213 -0.506 -0.376 -1.264 0.555 -0.188 -0.289 -0.589 -1.188 -0.247 0.312 0.491 0.414 -0.379 0.407 -0.783 0.066 -0.768 -1.493 0.108 0.079 -0.866 -0.105 0.062 -0.791 0.464 -0.473 -1.295 0.024 -0.943 -0.603 -0.174 -0.427 -0.495 -0.169 -0.009 -1.001 -0.226 -0.141 0.32 -0.454 -0.402 -0.495 -0.002 -0.588 -0.362 -0.93 0.343 -0.002 0.28 -0.661 0.352 -0.398 -1.075 0.061 0.498 -0.409 -1.073 -0.318 0.061 -0.676 -0.704 -0.529 0.276 -0.523 -0.614 -0.745 0.333																																																																													
NM_016471	-0.041 -0.023 0.029 -0.443 -0.144 -0.142 -0.167 -0.431 0.255 -0.255 -0.291 -0.249 -0.392 -0.138 -0.371 0.394 -0.302 0.561 -0.186 0.235 -0.483 -0.34 -0.332 -0.153 0.493 -0.368 -0.437 -0.327 -0.369 -0.278 -0.327 -0.242 -0.126 -0.226 -0.167 -0.165 -0.291 -0.104 -0.23 -0.254 -0.374 -0.367 -0.161 -0.335 0.47 -0.362 0.324 -0.229 -0.346 0.124 -0.281 -0.282 -0.168 -0.323 -0.229 0.385 -0.055 -0.371 -0.109 -0.472 -0.122 -0.282 -0.091 -0.171 -0.19 -0.171 -0.022 0.074 -0.244 -0.276 -0.237 -0.277 -0.261 0.094 -0.009 -0.284 0.876 -0.286																																																																													
NM_002456	0.383 0.088 -0.241 -0.471 -0.217 -0.687 -0.338 0.32 -0.307 0.612 0.128 -0.447 -0.91 -0.449 -0.565 0.223 0.846 0.248 0.139 -0.305 -0.293 -0.432 -0.165 -0.384 0.268 0.249 -0.395 -0.634 -0.84 -0.595 -0.385 -0.041 -0.17 0.027 0.025 -0.32 -0.086 -0.35 0.483 -0.116 -0.158 -0.124 -0.139 0.302 0.362 -0.422 -0.589 0.651 -0.245 -0.4 -0.236 0.279 0.138 -0.395 -0.189 -0.002 -0.075 -0.912 -0.254 0.278 -0.346 -0.783 -0.174 0.126 0.283 0.113 -0.252 -0.778 0.013 -0.681 -0.258 0.329 -0.412 0.324 -0.499 0.168 0.385 -0.463																																																																													
NM_018205	-0.02 -0.08 0.428 0.02 -0.114 -0.011 -0.018 0.069 -0.14 -0.003 -0.041 0.12 -0.31 -0.027 0.158 -0.047 -0.056 0.179 -0.47 0.264 0.149 0.174 0.08 0.229 -0.198 0.086 -0.054 -0.248 -0.186 -0.228 0.055 0.17 0.118 -0.318 -0.185 -0.134 0.1 -0.076 0.004 -0.018 -0.326 0.176 0.158 -0.054 -0.278 -0.362 0.256 -0.209 0.374 -0.133 -0.05 -0.135 -0.123 0.313 -0.177 -0.174 -0.392 -0.008 0.028 -0.091 -0.072 -0.205 0.072 0.04 -0.02 0.061 -0.017 0.049 0.115 -0.003 -0.266 0.356 -0.327 0.109 -0.426 -0.319 -0.095 0.031																																																																													
NM_006006	-0.275 0.25 -0.401 -0.48 -0.306 -0.475 -0.001 -0.33 -0.548 0.024 -0.247 -0.44 -0.571 -0.393 -0.695 -0.453 0.306 -0.458 0.422 -0.429 -0.566 -0.001 -0.447 -0.142 -0.081 0.429 -0.461 -0.367 0.873 -0.287 -0.629 -0.372 -0.614 -0.154 0.393 0.406 -0.152 0.282 -0.082 -0.096 0.694 -0.615 -0.03 0.321 -0.146 -0.389 -0.515 -0.18 -0.493 0.122 0.1 0.455 -0.256 -0.247 0.056 -0.04 0.239 -0.594 -0.072 0.728 0.312 0.332 0.504 0.174 -0.445 -0.337 -0.32 -0.276 -0.605 -0.107 0.107 -0.048 0.188 -0.513 0.575 0.144 -0.599 -0.792																																																																													
NM_000321	-0.109 -0.054 0.028 -0.575 0.004 0.048 0.07 0.057 -0.046 -0.17 -0.059 -0.011 -0.239 -0.057 -0.131 0.068 -0.452 -0.148 0.068 0.015 0.109 0.022 -0.357 -0.229 0.093 -0.436 -0.425 0.264 -0.135 0.07 0.082 -0.174 0.112 0.002 -0.194 0.003 -0.268 0.001 0.172 -0.526 -0.146 -0.513 -0.336 0.026 0.111 -0.133 -0.387 -0.163 0.316 0.042 -0.112 0.003 -0.125 0.134 -0.071 0.086 -0.25 0.298 -0.113 0.076 -0.118 -0.011 -0.199 -0.02 0.06 0.134 -0.048 -0.003 -0.343 0.013 -0.319 0.229 0.189 0.076 0.005 -0.182 -0.135 -0.081																																																																													
NM_005139	-0.463 0.018 -0.149 -0.096 -0.452 0.241 -0.604 -0.146 0.327 -1.493 0.001 -0.016 0.097 -0.66 -0.354 0.083 -0.189 -0.134 -0.5 0.116 0.646 -0.997 0.519 -0.534 0.054 -0.088 0.452 -0.365 -0.214 -0.184 0.237 -0.047 -0.65 0.402 -0.523 -0.119 -0.371 -0.337 -0.561 -0.478 0.471 -0.06 -0.328 -0.084 -0.204 0.26 -0.667 -0.055 0.491 0.333 0.027 0.311 -0.441 -0.016 0.092 0.187 0.238 -0.268 -0.609 -0.001 0.062 0.576 0.097 -0.036 -0.092 -0.582 -0.291 -0.708 0.512 -0.29 -0.843 -0.362 -0.081 -0.445 -0.813 0.115 -0.107 0.318																																																																													
NM_015516	0.34 -0.118 0.051 -0.101 -0.338 -0.114 -0.077 -0.285 0.101 -0.79 -0.222 -0.314 -0.382 -0.095 0.007 -0.227 -0.221 -0.242 -0.19 0.096 -0.313 0.683 -0.153 -0.24 -0.126 -0.198 -0.058 -0.156 0.067 -0.07 0.11 -0.078 -0.148 0.076 -0.152 -0.171 0.007 0.117 -0.326 0.194 0.055 -0.07 -0.007 -0.103 -0.253 -0.165 0.162 -0.111 -0.402 -0.199 -0.002 -0.197 -0.033 0.013 -0.02 0.086 -0.085 -0.104 0.431 -0.208 0.215 -0.11 -0.129 -0.281 -0.367 -0.366 0.059 0.752 -0.301 -0.119 -0.276 -0.244 0.195 0.303 0.379 -0.032 -0.033 -0.027																																																																													
NM_000426	-0.506 0.139 -0.423 0.773 -0.13 0.146 0.195 -0.312 -0.124 -0.571 -0.477 0.039 0.399 -0.084 -0.331 -0.106 -0.412 -0.436 0.32 -0.256 -0.319 0.447 0.173 -0.18 -0.224 -0.084 -0.355 0.07 -0.01 -0.229 0.009 -0.015 -0.178 -0.228 -0.059 -0.284 -0.256 -0.27 0.169 -0.068 -0.115 -0.277 -0.211 0.033 -0.246 0.131 -0.277 1.071 0.763 -0.192 0.038 -0.268 -0.137 -0.429 -0.188 -0.054 -0.092 -0.31 -0.404 -0.228 -0.013 -0.251 -0.183 0.345 -0.376 -0.351 -0.456 -0.283 -0.328 0.048 0.538 -0.145 -0.197 -0.266 -0.336 0.071 -0.135 -0.428																																																																													
NM_003832	-0.69 -0.383 -0.541 -0.312 -0.461 -0.135 -0.313 -0.508 0.549 -2.0 0.224 -0.522 -0.463 -0.609 0.17 0.444 -0.832 -0.473 -0.46 0.41 0.191 -0.573 0.497 -0.515 0.489 -0.685 0.246 0.47 -0.796 0.581 -0.566 0.399 -0.633 -0.663 -0.605 -0.647 0.191 -0.766 -0.539 0.179 0.141 -0.454 -0.562 0.119 -0.545 0.564 -0.522 0.439 0.738 -0.506 0.263 -0.793 -0.814 -0.494 0.518 -0.672 0.346 -0.908 -0.726 -0.739 -0.682 0.134 -0.696 -0.481 0.134 -0.584 -0.782 -0.867 0.317 -0.318 0.527 -0.766 0.459 -0.396 -0.577 -0.75 -0.247 -0.611																																																																													
NM_021127	-0.042 -0.127 0.103 -0.012 0.636 0.106 -0.207 -0.344 -0.247 -0.717 -0.029 0.201 0.379 0.309 -0.44 -0.41 -0.089 -0.392 -0.146 -0.397 0.051 -0.341 -0.127 0.489 -0.507 0.155 0.361 0.116 -0.031 0.113 -0.54 -0.352 0.413 -0.619 -0.308 -0.349 -0.338 0.303 -0.226 0.238 -0.464 -0.062 -0.081 0.12 -0.063 -0.073 -0.269 0.012 0.235 -0.379 0.019 -0.258 -0.568 0.437 -0.517 -0.181 -0.447 0.012 0.099 -0.113 -0.301 -0.415 -0.059 -0.389 -0.167 -0.147 0.396 -0.411 0.212 0.205 -0.282 0.251 -0.072 0.156 -0.169 -0.193 -0.408 0.046																																																																													
NM_018166	0.744 0.091 0.144 -0.495 0.138 -0.468 -0.023 0.092 -0.209 0.483 0.162 -0.012 -0.42 -0.256 -0.308 0.209 -0.31 -0.26 0.271 -0.545 -0.394 -0.515 -0.357 -0.231 -0.203 0.085 -0.23 -0.194 -0.402 -0.19 -0.245 -0.094 0.288 -0.393 0.322 0.075 -0.01 0.088 -0.01 0.259 -0.042 0.026 0.579 -0.247 -0.251 -0.346 -0.079 -0.028 0.043 -0.12 0.209 0.031 -0.085 -0.535 0.094 0.328 0.051 -0.347 0.138 -0.009 0.112 -0.126 0.217 0.162 -0.192 -0.166 0.036 0.403 0.156 -0.024 -0.131 -0.012 0.428 -0.005 0.367 0.233 -0.547 -0.45																																																																													
NM_003247	-0.34 0.428 0.168 -0.155 -0.028 -0.123 0.319 -0.415 0.45 -0.101 -0.331 -0.199 -0.554 -0.103 0.114 0.046 0.063 -0.109 -0.273 -0.39 -0.204 -0.289 0.107 -0.157 0.324 -0.459 0.041 0.04 0.025 0.049 0.197 0.069 -0.034 0.071 -0.112 0.033 -0.121 -0.6 0.259 -0.169 0.403 -0.604 0.014 0.094 0.011 -0.103 -0.159 0.152 -0.094 0.114 0.169 0.164 0.178 -0.153 0.125 0.107 -0.21 -0.184 -0.333 0.305 0.055 -0.567 -0.031 -0.339 0.1 -0.104 -0.119 -1.048 0.166 0.241 -1.021 -0.13 0.385 -0.13 -0.123 0.192 -0.311 -0.005																																																																													
NM_000978	-0.229 -0.278 -0.349 -0.109 0.039 -0.15 0.026 0.369 -0.139 -0.087 -0.192 0.018 -0.163 -0.037 -0.373 0.659 -0.134 0.54 -0.116 -0.301 -0.234 -0.102 -0.249 -0.273 -0.217 -0.042 -0.202 -0.237 0.059 -0.185 0.226 -0.083 -0.124 -0.289 -0.101 0.047 -0.291 0.087 -0.045 0.083 0.1 -0.193 0.071 -0.1 0.328 -0.184 0.55 -0.104 -0.254 -0.07 -0.1 0.026 -0.153 -0.063 -0.175 -0.066 -0.016 -0.386 -0.191 -0.233 -0.067 0.156 -0.143 0.027 -0.244 -0.197 -0.172 -0.141 -0.246 -0.017 -0.047 -0.266 -0.237 0.328 0.095 -0.032 -0.514 -0.294																																																																													
NM_001448	-0.392 -0.217 0.121 -0.391 -0.162 -0.069 -0.329 -0.373 0.346 -1.025 0.204 -0.108 -0.26 -0.666 -0.166 0.325 0.619 0.051 -0.544 -0.491 -0.362 0.162 -0.343 0.256 -0.057 0.218 0.381 -0.021 -0.129 -0.333 -0.053 0.327 -0.31 -0.045 0.302 -0.305 -0.226 -0.529 0.191 -0.059 0.078 -0.126 -0.33 0.205 -0.336 -0.278 -0.291 -0.03 0.052 -0.109 -0.054 0.145 -0.116 -0.575 -0.187 0.204 -0.317 -0.406 -0.603 -0.021 -0.439 -0.341 -0.261 0.197 -0.266 -0.07 -0.415 -0.181 -0.151 -0.03 -0.125 -0.506 -0.101 -0.158 0.136 0.182 0.567 -0.191																																																																													
NM_001773	0.04 -0.101 -0.043 -0.617 -0.236 -0.492 0.066 -0.414 -0.138 -0.374 -0.339 -0.086 -0.245 -0.06 -0.164 -0.292 -0.189 0.165 0.004 -0.054 -0.113 -0.365 -0.043 0.267 -0.04 0.249 -0.214 0.32 0.767 0.211 0.015 0.157 0.058 -0.088 -0.008 -0.361 -0.138 -0.551 0.056 -0.103 0.302 -0.29 -0.128 -0.235 -0.179 -0.035 0.061 -0.051 -0.398 -0.04 0.041 0.121 0.136 -0.36 -0.197 -0.236 0.157 0.015 -0.159 0.031 0.234 0.303 0.12 0.279 0.029 -0.13 0.416 -0.087 -0.145 0.164 -0.445 0.004 -0.16 -0.198 -0.273 0.032 -0.114 -0.098																																																																													
NM_001819	-1.032 -0.983 -1.103 -0.915 -0.929 -1.151 -1.198 -0.754 -1.672 -2.0 -1.201 -0.712 -0.71 -1.191 -1.174 -1.062 -1.302 -1.133 -1.269 -0.91 -1.223 -1.102 -0.886 1.477 -1.221 -1.014 -0.765 -1.109 -1.228 -1.147 -1.11 -0.976 -0.686 -1.125 -1.389 -1.12 0.074 -0.298 -1.487 -0.923 -1.051 -0.872 -1.203 -1.367 -0.961 -1.238 -1.147 0.019 -0.005 -0.836 -0.832 -1.414 -1.263 -0.884 -1.353 -1.172 -1.189 -1.256 -1.027 -1.148 -1.175 -1.534 -0.953 -1.171 -1.302 -1.101 -1.168 -1.188 -0.932 -1.075 -0.934 -1.302 -1.16 -0.655 -0.845 -1.522 -0.798 -1.236																																																																													
NM_014815	-0.05 -0.206 0.025 -0.169 -0.054 -0.22 -0.171 -0.301 0.424 -0.309 -0.126 -0.212 -0.321 0.14 -0.335 0.37 -0.265 0.626 -0.155 -0.23 -0.223 -0.198 -0.209 -0.223 0.756 -0.131 -0.204 -0.22 -0.227 -0.206 -0.289 -0.227 0.045 -0.234 -0.262 -0.114 -0.217 -0.174 -0.2 -0.172 -0.268 -0.199 -0.19 -0.112 0.474 -0.215 0.375 -0.182 -0.282 -0.198 -0.272 -0.303 -0.107 -0.155 -0.167 0.415 -0.111 -0.233 -0.083 -0.322 -0.127 -0.191 -0.098 -0.148 -0.215 -0.117 -0.174 -0.039 -0.155 -0.208 -0.106 0.2 -0.127 0.414 -0.153 -0.217 0.693 -0.143																																																																													
NM_018952	-0.478 -0.287 -0.243 -0.285 -0.452 -0.307 0.105 -0.36 -0.259 0.76 -0.39 -0.041 -0.451 -0.145 -0.259 -0.361 -0.314 -0.11 -0.426 -0.318 -0.383 -0.415 -0.431 -0.14 -0.229 -0.483 -0.256 0.046 -0.195 -0.365 -0.124 0.523 -0.265 -0.208 0.331 -0.246 -0.466 -0.186 -0.215 -0.269 -0.221 -0.241 -0.021 -0.327 -0.223 -0.489 -0.195 0.902 0.555 -0.287 -0.322 0.659 -0.231 -0.301 -0.321 0.867 -0.363 -0.36 -0.353 -0.282 -0.382 -0.36 -0.081 -0.256 -0.458 -0.157 -0.492 -0.69 0.024 -0.221 -0.162 -0.425 -0.299 0.216 -0.4 0.644 -0.325 -0.39																																																																													
NM_001645	0.042 -0.024 0.002 -0.231 -0.149 -0.887 0.232 0.24 0.059 -0.009 -0.345 -0.076 0.398 -0.202 -0.057 -0.284 -0.045 0.312 0.109 0.293 -0.031 0.144 -0.286 0.235 -0.158 -0.322 -0.334 -0.308 -0.326 -0.594 -0.479 -0.082 0.129 0.36 -0.161 -0.146 -0.249 0.399 0.213 -0.317 -0.623 0.648 0.464 -0.315 0.103 -0.399 0.0 -0.129 -0.257 -0.057 0.092 -0.196 -0.074 -0.008 -0.138 -0.389 -0.429 -0.382 -0.191 -0.113 -0.339 0.803 -0.339 -0.427 0.201 -0.113 -0.416 0.024 0.066 0.412 -0.363 -0.133 -0.322 0.304 -0.258 -0.395 0.324 -0.22																																																																													
NM_002078	-0.33 -0.151 -0.298 0.095 -0.029 -0.178 0.063 -0.454 -0.051 -0.023 -0.395 -0.041 0.257 -0.086 -0.323 -0.057 0.152 -0.518 0.07 0.061 -0.238 0.05 0.051 -0.28 -0.056 -0.333 -0.492 0.334 0.2 0.044 -0.102 -0.261 -0.135 -0.156 0.212 0.098 -0.536 -0.04 0.527 -0.005 -0.149 -0.405 -0.412 -0.119 0.193 -0.122 -0.335 -0.409 0.435 -0.357 -0.544 -0.155 -0.058 -0.242 -0.336 0.055 -0.08 -0.159 0.064 0.009 -0.176 0.217 -0.17 0.272 0.07 0.352 0.067 -0.154 -0.197 -0.094 -0.229 0.388 -0.128 -0.112 -0.229 -0.007 -0.05 0.073																																																																													
